"ID","tick","run","random_seed","Puntos","Orientacion","Velocidad","X","Y"
5,3.0,1,647199816,0.0,49.10436786711216,0.6000000000000001,21.36905590273599,26.446378709447764
4,3.0,1,647199816,0.0,23.811950598645094,0.6000000000000001,11.675760414635803,21.046007813500193
3,3.0,1,647199816,0.0,128.57530558770338,0.6000000000000001,3.4944148483681907,9.523082623627047
1,3.0,1,647199816,0.0,347.5994439584877,0.6000000000000001,29.746329741902688,42.595452935816546
10,3.0,1,647199816,0.0,203.8119505986451,0.6000000000000001,14.517677147172682,22.300150572907548
2,4.0,1,647199816,0.4,316.4394793007523,0.2,11.747835095332217,48.083404821262604
9,4.0,1,647199816,0.0,193.36356023191487,0.8,36.73572746742774,30.27345919013449
7,4.0,1,647199816,0.0,332.55004659376823,0.8,4.190158784603534,35.98749988416558
6,4.0,1,647199816,0.0,100.34962866970605,0.8,33.55897424364374,30.339911582014956
8,4.0,1,647199816,0.0,42.27943525755396,0.8,19.620510314479652,13.542515494546889
5,4.0,1,647199816,0.0,54.48447682961725,0.8,21.83379470518864,27.09754523614802
4,4.0,1,647199816,0.0,23.811950598645147,0.8,12.407660796685494,21.368996715407853
3,4.0,1,647199816,0.0,128.57530558770338,0.8,2.9955806848585986,10.148514056572086
1,4.0,1,647199816,0.0,342.2142608031934,0.8,30.50809410205453,42.35108628587746
10,4.0,1,647199816,0.0,203.81195059864515,0.8,13.785776765122991,21.977161670999887
2,5.0,1,647199816,0.6000000000000001,93.67140895687044,0.0,11.3484040359408,48.06207810577594
9,5.0,1,647199816,0.0,178.80164239349693,1.0,35.73594618404554,30.294372951121858
7,5.0,1,647199816,0.0,332.55004659376823,1.0,5.077572606533646,35.5265262312879
6,5.0,1,647199816,0.0,55.34962866970605,1.0,34.12754142584681,31.162548415205436
8,5.0,1,647199816,0.0,37.66221407149085,1.0,20.41213697062892,14.15352059867772
5,5.0,1,647199816,0.0,60.68236134215247,1.0,22.323445602583988,27.96946380957098
4,5.0,1,647199816,0.5,204.9838155694306,0.0,13.322536274247607,21.772732842792433
3,5.0,1,647199816,0.0,128.5753055877034,1.0,2.372037980471608,10.930303347753386
1,5.0,1,647199816,0.0,342.2142608031934,1.0,31.460299552244336,42.0456279734536
10,5.0,1,647199816,0.5,70.93201668933034,0.0,12.870901287560878,21.573425543615308
2,6.0,1,647199816,0.6000000000000001,138.67140895687044,0.2,11.198217097145742,48.194153400268775
9,6.0,1,647199816,0.5,244.41730985417962,0.0,34.85595774211598,30.76936804801275
7,6.0,1,647199816,0.0,332.55004659376823,1.0,5.964986428463758,35.06555257841023
6,6.0,1,647199816,0.5,194.79425347410142,0.0,35.11127121914554,31.34220278831233
8,6.0,1,647199816,0.0,36.88824768731173,1.0,21.211944768418512,14.75377678281493
5,6.0,1,647199816,0.0,60.68236134215247,1.0,22.813096499979334,28.841382382993938
4,6.0,1,647199816,0.55,267.4750090017915,0.0,13.139561178735185,21.691985617315517
3,6.0,1,647199816,0.0,128.57530558770338,1.0,1.7484952760846177,11.712092638934685
1,6.0,1,647199816,0.0,342.2142608031933,1.0,32.41250500243414,41.74016966102973
10,6.0,1,647199816,0.55,212.03036262653768,0.0,13.05076399859071,21.660886421617985
2,7.0,1,647199816,0.6000000000000001,172.00205173257436,0.4,10.802107876416043,48.24980845621979
9,7.0,1,647199816,0.55,290.1836702786386,0.0,34.66733328923743,30.70287883252431
7,7.0,1,647199816,0.0,332.55004659376823,1.0,6.85240025039387,34.60457892553255
6,7.0,1,647199816,0.55,243.81822891533375,0.0,35.01064989369942,31.169357918948307
8,7.0,1,647199816,0.0,36.88824768731175,1.0,22.011752566208102,15.35403296695214
5,7.0,1,647199816,0.0,68.66942313125323,1.0,23.176844891596218,29.77287962270865
4,7.0,1,647199816,0.6000000000000001,171.62170398049057,0.0,12.950802888576185,21.625877313024375
3,7.0,1,647199816,0.0,115.78227398938164,1.0,1.3135427356810627,12.612546017848048
1,7.0,1,647199816,0.0,342.2142608031933,1.0,33.36471045262394,41.434711348605866
10,7.0,1,647199816,0.6000000000000001,327.5860017724335,0.0,13.005877063191734,21.465988594461066
2,8.0,1,647199816,0.6000000000000001,172.00205173257436,0.6000000000000001,10.207944045321494,48.33329104014631
9,8.0,1,647199816,0.6000000000000001,43.02274961024523,0.0,34.84886486818073,30.618936674782493
7,8.0,1,647199816,0.0,332.55004659376823,1.0,7.739814072323982,34.143605272654874
6,8.0,1,647199816,0.6000000000000001,50.81370404921472,0.0,34.892100704401074,31.008280019419214
8,8.0,1,647199816,0.0,36.88824768731175,1.0,22.811560363997692,15.95428915108935
5,8.0,1,647199816,0.0,81.8521438648276,1.0,23.318572988703462,30.762785247750937
4,8.0,1,647199816,0.6500000000000001,120.38514884188771,0.0,12.790284575759323,21.50657152418566
3,8.0,1,647199816,0.0,115.59530761876236,1.0,0.8815308461594965,13.514413927972367
1,8.0,1,647199816,0.0,342.2142608031933,1.0,34.31691590281374,41.129253036182
10,8.0,1,647199816,0.6500000000000001,280.3903641644865,0.0,13.201071068894347,21.509569555186694
2,9.0,1,647199816,0.6000000000000001,172.00205173257436,0.8,9.415725603862095,48.44460115204833
9,9.0,1,647199816,0.6500000000000001,142.41883968003094,0.0,34.87093879963414,30.81771479618973
7,9.0,1,647199816,0.0,332.55004659376823,1.0,8.627227894254094,33.6826316197772
6,9.0,1,647199816,0.6500000000000001,305.02641214057803,0.0,35.09107200633063,31.02853886954595
8,9.0,1,647199816,0.0,36.888247687311775,1.0,23.611368161787283,16.55454533522656
5,9.0,1,647199816,0.0,87.27369619954823,1.0,23.36613801271155,31.761653391447147
4,9.0,1,647199816,0.7000000000000002,4.776263488456607,0.0,12.840748612068223,21.700100284424064
3,9.0,1,647199816,0.0,99.46005363924039,1.0,0.7171709142586957,14.500814360243949
1,9.0,1,647199816,0.0,342.2142608031933,1.0,35.26912135300354,40.823794723758134
10,9.0,1,647199816,0.7000000000000002,342.42470774799585,0.0,13.001076395157,21.508109939931746
2,10.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,8.425452552037846,48.58373879192587
9,10.0,1,647199816,0.7000000000000002,138.11552113853395,0.0,34.84511446655144,31.016040547974097
7,10.0,1,647199816,0.0,332.55004659376823,1.0,9.514641716184206,33.22165796689952
6,10.0,1,647199816,0.7000000000000002,123.2759490609169,0.0,34.94662949405056,30.890204634281414
8,10.0,1,647199816,0.0,36.888247687311775,1.0,24.411175959576873,17.154801519363772
5,10.0,1,647199816,0.0,87.27369619954823,1.0,23.413703036719635,32.760521535143354
4,10.0,1,647199816,0.7500000000000002,221.31760094314814,0.0,12.993454324609553,21.57094547283253
3,10.0,1,647199816,0.0,99.46005363924037,1.0,0.5528109823578952,15.48721479251553
1,10.0,1,647199816,0.0,342.2142608031933,1.0,36.22132680319334,40.51833641133427
10,10.0,1,647199816,0.7500000000000002,158.9247716590762,0.0,13.178599765142035,21.60022645912975
2,11.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,7.435179500213599,48.72287643180341
9,11.0,1,647199816,0.7500000000000002,99.81846540234983,0.0,34.64541006974953,31.005170686062172
7,11.0,1,647199816,0.0,332.55004659376823,1.0,10.402055538114318,32.760684314021844
6,11.0,1,647199816,0.7500000000000002,208.7451863195747,0.0,34.821053182267136,31.045866414814956
8,11.0,1,647199816,0.0,36.888247687311775,1.0,25.210983757366463,17.755057703500984
5,11.0,1,647199816,0.0,87.27369619954823,1.0,23.461268060727722,33.75938967883956
4,11.0,1,647199816,0.8000000000000003,270.521056484431,0.0,12.980609174386775,21.371358393802463
3,11.0,1,647199816,0.0,99.46005363924037,1.0,0.3884510504570946,16.473615224787114
1,11.0,1,647199816,0.0,342.2142608031933,1.0,37.173532253383144,40.2128780989104
10,11.0,1,647199816,0.8000000000000003,359.45003198459744,0.0,12.981054985185677,21.568984501572743
2,12.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,6.444906448389352,48.862014071680946
9,12.0,1,647199816,0.8000000000000003,68.11257622204721,0.0,34.760643856767594,31.168636812001086
7,12.0,1,647199816,0.0,332.55004659376823,1.0,11.28946936004443,32.29971066114417
6,12.0,1,647199816,0.8000000000000003,272.8505102545023,0.0,34.6262145627327,31.000723172375857
8,12.0,1,647199816,0.0,36.888247687311775,1.0,26.010791555156054,18.355313887638196
5,12.0,1,647199816,0.0,87.27369619954823,1.0,23.50883308473581,34.75825782253577
4,12.0,1,647199816,0.8500000000000003,186.09718387015164,0.0,13.123310772112639,21.231228975026514
3,12.0,1,647199816,0.0,96.72304487232915,1.0,0.27138086073323736,17.466738867984688
1,12.0,1,647199816,0.0,342.2142608031933,1.0,38.125737703572945,39.907419786486535
10,12.0,1,647199816,0.8500000000000003,77.09536772221327,0.0,12.980603820438647,21.368985010447464
2,13.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,5.454633396565105,49.001151711558485
9,13.0,1,647199816,0.8500000000000003,263.81738073192537,0.0,34.682136055820855,31.352583883710604
7,13.0,1,647199816,0.0,332.55004659376806,1.0,12.17688318197454,31.838737008266484
6,13.0,1,647199816,0.8500000000000003,310.3816294390708,0.0,34.77449385817907,30.866509720956383
8,13.0,1,647199816,0.0,36.888247687311775,1.0,26.810599352945644,18.95557007177541
5,13.0,1,647199816,0.0,87.27369619954823,1.0,23.556398108743895,35.757125966231975
4,13.0,1,647199816,0.9000000000000004,1.5471361298114061,0.0,12.967668315564985,21.3568292366497
3,13.0,1,647199816,0.0,94.62414250035864,1.0,0.19076193468701041,18.46348386484354
1,13.0,1,647199816,1.0,181.43044771626592,0.0,39.077943153762746,39.60196147406267
10,13.0,1,647199816,0.9000000000000004,144.6818889118731,0.0,13.150036796716877,21.475251028296544
2,14.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,4.464360344740857,49.140289351436024
9,14.0,1,647199816,0.9000000000000004,58.05939716286957,0.0,34.71946963297658,31.156099268494152
7,14.0,1,647199816,0.0,332.55004659376806,1.0,13.06429700390465,31.3777633553888
6,14.0,1,647199816,0.9000000000000004,348.08612384833395,0.0,34.9738444808389,30.850406018116995
8,14.0,1,647199816,0.0,31.799747602102975,1.0,27.660494367256405,19.4825221233415
5,14.0,1,647199816,0.0,87.27369619954823,1.0,23.603963132751982,36.75599410992818
4,14.0,1,647199816,0.9500000000000004,351.69418062083423,0.0,13.13540649788788,21.465750778095877
3,14.0,1,647199816,0.0,93.36708127428595,1.0,0.13202909972764865,19.461757601900484
1,14.0,1,647199816,1.1,257.8754573687911,0.0,38.94009623134041,39.45705382768509
10,14.0,1,647199816,0.9500000000000004,285.01619537360966,0.0,12.95288546091305,21.4416154698685
2,15.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,3.47408729291661,49.279426991313564
9,15.0,1,647199816,0.9500000000000004,300.78449204564095,0.0,34.91429690095224,31.201291476374955
7,15.0,1,647199816,0.0,332.55004659376806,1.0,13.95171082583476,30.916789702511117
6,15.0,1,647199816,0.9500000000000004,45.88413161225617,0.0,35.141414670739024,30.959585830613793
8,15.0,1,647199816,0.0,23.770409922637093,1.0,28.575662321738744,19.885594840216022
5,15.0,1,647199816,0.0,87.27369619954823,1.0,23.65152815676007,37.75486225362439
4,15.0,1,647199816,1.0000000000000004,202.93126937001944,0.0,12.937132453296405,21.439532402071833
3,15.0,1,647199816,0.0,92.16849635278038,1.0,0.09419073350585361,20.461041474502093
1,15.0,1,647199816,1.2000000000000002,324.2507850844413,0.0,39.04865918117933,39.28908333646037
10,15.0,1,647199816,1.0000000000000004,153.43571950681508,0.0,13.126118801009488,21.341664432460014
2,16.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,2.4838142410923627,49.4185646311911
9,16.0,1,647199816,1.0000000000000004,270.283234314993,0.0,35.0512515165921,31.05554020449393
7,16.0,1,647199816,0.0,332.55004659376806,1.0,14.839124647764871,30.455816049633434
6,16.0,1,647199816,1.0000000000000004,58.770822174847126,0.0,35.13832859168559,31.159562019486557
8,16.0,1,647199816,0.0,19.443189566982767,1.0,29.51863432862377,20.218466879040594
5,16.0,1,647199816,0.0,87.27369619954823,1.0,23.699093180768156,38.753730397320595
4,16.0,1,647199816,1.0500000000000005,280.14806061051786,0.0,12.861988743110794,21.254185638357058
3,16.0,1,647199816,0.0,91.78253077172833,1.0,0.06308472098657007,21.460557565410664
1,16.0,1,647199816,1.3000000000000003,286.36617673560977,0.0,39.17847169052466,39.13693632723091
10,16.0,1,647199816,1.0500000000000005,196.3848445750773,0.0,12.948519934329568,21.433635311296786
2,17.0,1,647199816,0.6000000000000001,172.00205173257396,1.0,1.4935411892681154,49.55770227106864
9,17.0,1,647199816,1.0500000000000005,97.95396912842989,0.0,35.1933702403153,30.91481967163789
7,17.0,1,647199816,0.0,332.55004659376806,1.0,15.726538469694981,29.99484239675575
6,17.0,1,647199816,1.0500000000000005,155.1871049311012,0.0,35.0907208162066,31.353813144873108
8,17.0,1,647199816,0.0,19.44318956698276,1.0,30.461606335508794,20.551338917865166
5,17.0,1,647199816,0.0,87.27369619954823,1.0,23.746658204776242,39.7525985410168
4,17.0,1,647199816,1.1000000000000005,323.9424101728946,0.0,13.02611504557789,21.139894095194496
3,17.0,1,647199816,0.0,90.86412800416909,1.0,0.048003413910370565,22.460443836031914
1,17.0,1,647199816,1.4000000000000004,240.14019448310137,0.0,39.30828419986999,38.984789318001454
10,17.0,1,647199816,1.1000000000000005,250.6481686513871,0.0,12.852735118673358,21.25806404630816
2,18.0,1,647199816,1.1,330.72026727721095,0.0,0.503268137443868,49.69683991094618
9,18.0,1,647199816,1.1000000000000005,39.39875766634941,0.0,35.14783276872563,31.109566529587433
7,18.0,1,647199816,0.0,332.5500465937681,1.0,16.613952291625093,29.533868743878067
6,18.0,1,647199816,1.1000000000000005,239.37506443820894,0.0,34.903006673748656,31.284795750534585
8,18.0,1,647199816,0.0,19.44318956698275,1.0,31.40457834239382,20.88421095668974
5,18.0,1,647199816,0.0,87.27369619954823,1.0,23.79422322878433,40.75146668471301
4,18.0,1,647199816,1.1500000000000006,135.3757953364402,0.0,13.057203371364027,20.942325079405546
3,18.0,1,647199816,0.0,90.86412800416909,1.0,0.03292210683417106,23.460330106653164
1,18.0,1,647199816,1.5000000000000004,305.4949478711933,0.0,39.360520549611294,38.791731389478166
10,18.0,1,647199816,1.1500000000000006,154.43989288061857,0.0,12.93930387227987,21.077770255791084
2,19.0,1,647199816,1.2000000000000002,208.99149105884135,0.0,0.6957873307458466,49.75102810348252
9,19.0,1,647199816,1.1500000000000006,226.58811123110354,0.0,35.167353664538716,31.308611586362662
7,19.0,1,647199816,0.0,332.55004659376806,1.0,17.501366113555203,29.072895091000383
6,19.0,1,647199816,1.1500000000000006,356.9420418329537,0.0,34.95266033951289,31.091057490306582
8,19.0,1,647199816,0.0,19.44318956698274,1.0,32.34755034927885,21.21708299551431
5,19.0,1,647199816,0.0,87.27369619954823,1.0,23.841788252792416,41.750334828409216
4,19.0,1,647199816,1.2000000000000006,143.9521657023579,0.0,12.925890851969363,21.093179387432283
3,19.0,1,647199816,0.0,90.51734217009192,1.0,0.023892905297659202,24.460289342582115
1,19.0,1,647199816,1.6000000000000005,245.96598372794688,0.0,39.370442234788314,38.59197764066917
10,19.0,1,647199816,1.2000000000000006,212.34834973700345,0.0,12.750705640654681,21.011206699486966
2,20.0,1,647199816,1.3000000000000003,239.8578649945557,0.0,0.5035431806059784,49.80618412524805
9,20.0,1,647199816,1.2000000000000006,228.68934396654367,0.0,35.026871363121124,31.166257369746447
7,20.0,1,647199816,0.0,332.55004659376806,1.0,18.388779935485314,28.6119214381227
6,20.0,1,647199816,1.2000000000000006,222.4177823960781,0.0,35.1014246018067,31.22473319589357
8,20.0,1,647199816,0.0,19.44318956698274,1.0,33.290522356163876,21.549955034338883
5,20.0,1,647199816,0.0,87.27369619954823,1.0,23.889353276800502,42.74920297210542
4,20.0,1,647199816,1.2500000000000007,307.4777464941144,0.0,12.728327132332483,21.062057422789284
3,20.0,1,647199816,0.0,90.48527873769805,1.0,0.01542329479844135,25.460253474787862
1,20.0,1,647199816,1.7000000000000006,88.80000424571335,0.0,39.21964683220997,38.46059748021397
10,20.0,1,647199816,1.2500000000000007,350.32891443930566,0.0,12.706901058746288,20.81606275619425
2,21.0,1,647199816,1.4000000000000004,171.26016609370708,0.0,0.3102301981949919,49.75489971405547
9,21.0,1,647199816,1.2500000000000007,243.25809457339346,0.0,35.03974070550677,30.96667184916301
7,21.0,1,647199816,0.0,332.55004659376806,1.0,19.276193757415424,28.150947785245016
6,21.0,1,647199816,1.2500000000000007,266.1508240364492,0.0,34.9440566836065,31.101301683218182
8,21.0,1,647199816,0.0,19.44318956698274,1.0,34.233494363048905,21.882827073163455
5,21.0,1,647199816,0.0,87.27369619954823,1.0,23.93691830080859,43.74807111580163
4,21.0,1,647199816,1.3000000000000007,112.56486017256975,0.0,12.710972886094062,20.862811770045
3,21.0,1,647199816,0.0,90.16193539982628,1.0,0.012596992658695556,26.460249480787994
1,21.0,1,647199816,1.8000000000000007,17.08092466928065,0.0,39.08121818673916,38.604949515575846
10,21.0,1,647199816,1.3000000000000007,104.12010454572737,0.0,12.870070232559408,20.931716639471656
2,22.0,1,647199816,1.5000000000000004,275.6415577791631,0.0,0.15592085928175065,49.882134253093255
9,22.0,1,647199816,1.3000000000000007,358.21203511208296,0.0,34.84980973072783,30.904012254370826
7,22.0,1,647199816,0.0,332.55004659376806,1.0,20.163607579345534,27.689974132367333
6,22.0,1,647199816,1.3000000000000007,34.99504705891013,0.0,35.059919015597394,30.938280457527686
8,22.0,1,647199816,0.0,25.287941245065557,1.0,35.13766683654864,22.309994649373746
5,22.0,1,647199816,0.0,87.27369619954823,1.0,23.984483324816676,44.746939259497836
4,22.0,1,647199816,1.3500000000000008,26.151058617979288,0.0,12.787300352891386,21.04767419946835
3,22.0,1,647199816,0.0,90.16193539982628,1.0,0.009770690518949762,27.460245486788125
1,22.0,1,647199816,1.9000000000000008,299.69334066845477,0.0,39.174862990349396,38.781671474473995
10,22.0,1,647199816,1.3500000000000008,74.15561710484326,0.0,12.698421222629126,21.034364666193817
2,23.0,1,647199816,1.6000000000000005,37.5489951018244,0.0,7.16310127402503E-4,49.755993268786824
9,23.0,1,647199816,1.3500000000000008,331.3650942966342,0.0,35.04720158608392,30.93620628237416
7,23.0,1,647199816,0.0,332.55004659376806,1.0,21.051021401275644,27.22900047948965
6,23.0,1,647199816,1.3500000000000008,87.51349761150777,0.0,35.09466567736778,31.13523900518636
8,23.0,1,647199816,0.0,25.92901543100069,1.0,36.03700329727239,22.747251931088847
5,23.0,1,647199816,0.0,87.27369619954823,1.0,24.032048348824762,45.74580740319404
4,23.0,1,647199816,1.4000000000000008,38.27719917520881,0.0,12.851915191740355,21.236948927312618
3,23.0,1,647199816,0.0,90.16193539982628,1.0,0.006944388379203968,28.460241492788256
1,23.0,1,647199816,2.000000000000001,283.17798491567373,0.0,38.976105075612125,38.75941633283679
10,23.0,1,647199816,1.4000000000000008,164.60917445831,0.0,12.873081167612474,21.13180133084534
2,24.0,1,647199816,1.7000000000000006,14.344013007357717,0.0,0.15384214192183868,49.88464970911245
9,24.0,1,647199816,1.4000000000000008,17.405101312324405,0.0,35.23909874696652,30.992557676724243
7,24.0,1,647199816,0.0,332.55004659376806,1.0,21.938435223205754,26.768026826611965
6,24.0,1,647199816,1.4000000000000008,334.6616458520293,0.0,34.95951290236529,31.282662637651196
8,24.0,1,647199816,0.0,36.63567594227908,1.0,36.83944936989328,23.34397657490316
5,24.0,1,647199816,0.0,87.25163119690659,1.0,24.079998040356056,46.744657155199846
4,24.0,1,647199816,1.4500000000000008,166.88460703007877,0.0,13.050540020108595,21.213535735396796
3,24.0,1,647199816,0.0,90.12947962683788,1.0,0.004684544500098009,29.460238939337817
1,24.0,1,647199816,2.100000000000001,76.37141746468842,0.0,38.87064861247033,38.58947830183248
10,24.0,1,647199816,1.4500000000000008,328.5381101164967,0.0,12.77426495007324,21.305684496077742
2,25.0,1,647199816,1.8000000000000007,136.31630865857005,0.0,0.2558185925213463,49.94330145037089
9,25.0,1,647199816,1.4500000000000008,272.8338735178113,0.0,35.33174217304995,31.169806641752317
7,25.0,1,647199816,0.0,332.55004659376806,1.0,22.825849045135865,26.307053173734282
6,25.0,1,647199816,1.4500000000000008,114.3287973292172,0.0,35.09829931194536,31.13865453886549
8,25.0,1,647199816,0.0,36.63567594227908,1.0,37.64189544251417,23.94070121871747
5,25.0,1,647199816,0.0,84.88803573399062,1.0,24.169100324429127,47.74067963635826
4,25.0,1,647199816,1.5000000000000009,242.77468666434288,0.0,12.86081512132761,21.276816560158686
3,25.0,1,647199816,0.0,90.06710326780899,1.0,0.003513371805722971,30.46023825351484
1,25.0,1,647199816,2.200000000000001,338.030689638108,0.0,38.76653185942371,38.760240422149096
10,25.0,1,647199816,1.5000000000000009,278.0654144100845,0.0,12.963989848854226,21.242403671315852
2,26.0,1,647199816,1.9000000000000008,185.0691626407206,0.0,0.055871370300251244,49.93870707053591
9,26.0,1,647199816,1.5000000000000009,15.916688879951835,0.0,35.13349952982431,31.143351880235517
7,26.0,1,647199816,0.0,332.55004659376806,1.0,23.713262867065975,25.8460795208566
6,26.0,1,647199816,1.5000000000000009,173.72057628817856,0.0,35.16890023940577,31.325778853270997
8,26.0,1,647199816,0.0,55.81343150314483,1.0,38.203784917425565,24.76791353607245
5,26.0,1,647199816,1.0,253.3754624146968,0.0,24.259332079931195,48.73660043155184
4,26.0,1,647199816,1.550000000000001,1.1118702683597803,0.0,12.92187004600271,21.086363688894117
3,26.0,1,647199816,0.0,90.06710326780899,1.0,0.002342199111347933,31.460237567691866
1,26.0,1,647199816,2.300000000000001,286.52656126767397,0.0,38.84477668487258,38.57618133573803
10,26.0,1,647199816,1.550000000000001,315.27130586095154,0.0,12.843809282555778,21.082539255374765
2,27.0,1,647199816,2.000000000000001,103.1105543486774,0.0,0.07250111714941346,49.78534310975638
9,27.0,1,647199816,1.550000000000001,182.1109379734844,0.0,35.23071570002482,31.31813464898446
7,27.0,1,647199816,0.0,332.55004659376806,1.0,24.600676688996085,25.385105867978915
6,27.0,1,647199816,1.550000000000001,353.55413055047393,0.0,35.01285907592816,31.200674275814556
8,27.0,1,647199816,0.0,55.81343150314483,1.0,38.76567439233696,25.595125853427426
5,27.0,1,647199816,1.1,136.12525180913508,0.0,24.354381569073666,48.560629994791135
4,27.0,1,647199816,1.600000000000001,67.14531951583922,0.0,13.06600899638749,20.947713182288574
3,27.0,1,647199816,0.0,90.03118520209469,1.0,0.0017979146837695439,32.46023741956908
1,27.0,1,647199816,2.4000000000000012,155.90061997063458,0.0,38.7494264237564,38.400373691691826
10,27.0,1,647199816,1.600000000000001,82.33373165130615,0.0,13.043807040366481,21.083486287946418
2,28.0,1,647199816,2.100000000000001,160.53675781935453,0.0,0.17815750480270987,49.95515691292932
9,28.0,1,647199816,1.600000000000001,295.11873537674546,0.0,35.054673101432165,31.223218878531146
7,28.0,1,647199816,0.0,332.55004659376806,1.0,25.488090510926195,24.92413221510123
6,28.0,1,647199816,1.600000000000001,207.42704328149557,0.0,35.188901674520814,31.295590046267872
8,28.0,1,647199816,0.0,69.18372860096206,1.0,39.121046821086225,26.529850645483812
5,28.0,1,647199816,1.2000000000000002,281.222382215783,0.0,24.35045395177131,48.760591425628
4,28.0,1,647199816,1.650000000000001,325.5182015988976,0.0,13.033733173436481,21.14509167973152
3,28.0,1,647199816,0.0,90.03118520209469,1.0,0.0012536302561911546,33.4602372714463
1,28.0,1,647199816,2.5000000000000013,37.97964689321816,0.0,38.56561548661303,38.47919969873567
10,28.0,1,647199816,1.650000000000001,63.551860665902495,0.0,13.20283035645686,21.20477761055286
2,29.0,1,647199816,2.200000000000001,340.757585093379,0.0,0.002304276476405409,49.86893890148409
9,29.0,1,647199816,1.650000000000001,93.5169083531946,0.0,35.24275297719468,31.155204465844143
7,29.0,1,647199816,0.0,332.55004659376806,1.0,26.375504332856305,24.463158562223548
6,29.0,1,647199816,1.650000000000001,116.94543337449431,0.0,35.01285907592816,31.20067427581456
8,29.0,1,647199816,0.0,69.48246773331482,1.0,39.471540803681876,27.466415628901537
5,29.0,1,647199816,1.3000000000000003,207.8085443470627,0.0,24.516694295581665,48.649397234728404
4,29.0,1,647199816,1.700000000000001,324.7687456291169,0.0,13.230372566589283,21.181601254646846
3,29.0,1,647199816,0.0,90.02142238019023,1.0,8.797391969691407E-4,34.46023720154904
1,29.0,1,647199816,2.6000000000000014,321.41989074647427,0.0,38.59005986993579,38.6777002582411
10,29.0,1,647199816,1.700000000000001,314.8097119387239,0.0,13.139197778179733,21.394384822920443
2,30.0,1,647199816,2.300000000000001,243.67794837802649,0.0,0.13597879466247922,49.720173572231204
9,30.0,1,647199816,1.700000000000001,17.337732017040253,0.0,35.09292273087198,31.287684265386872
7,30.0,1,647199816,0.0,332.55004659376806,1.0,27.262918154786416,24.002184909345864
6,30.0,1,647199816,1.700000000000001,74.10249226726592,0.0,35.07484359776872,31.39082663328666
8,30.0,1,647199816,0.0,85.46288867935698,1.0,39.55064560095305,28.46328193440528
5,30.0,1,647199816,1.4000000000000004,258.38385516777635,0.0,24.325629805671454,48.7085103525226
4,30.0,1,647199816,1.750000000000001,312.74057493545115,0.0,13.427472686536195,21.215535643059088
3,30.0,1,647199816,0.0,90.01549516693147,1.0,6.092975191654747E-4,35.46023716497969
1,30.0,1,647199816,2.7000000000000015,262.0741943176836,0.0,38.612422654130974,38.47895442587463
